Date,High,Low,Open,Close,Volume,Adj Close
2001-01-16,1339.5,1323.5,1328.75,1335.25,103751.0,1335.25
2001-01-17,1357.75,1334.5,1337.25,1341.5,120321.0,1341.5
2001-01-18,1364.0,1337.0,1342.5,1356.0,119657.0,1356.0
2001-01-19,1371.75,1345.75,1359.0,1348.5,111098.0,1348.5
2001-01-22,1364.0,1341.25,1346.0,1358.0,111996.0,1358.0
2001-01-23,1372.75,1348.5,1356.75,1366.0,105167.0,1366.0
2001-01-24,1379.0,1365.25,1366.25,1370.25,104969.0,1370.25
2001-01-25,1378.75,1362.75,1369.75,1365.0,100601.0,1365.0
2001-01-26,1366.75,1350.25,1364.25,1363.25,128918.0,1363.25
2001-01-29,1374.0,1358.5,1363.0,1370.0,64459.0,1370.0
2001-01-30,1384.25,1363.25,1370.25,1382.75,75169.0,1382.75
2001-01-31,1394.0,1371.25,1381.0,1373.5,89199.0,1373.5
2001-02-01,1383.5,1366.25,1373.5,1382.5,101160.0,1382.5
2001-02-02,1386.0,1352.75,1382.5,1353.25,185372.0,1353.25
2001-02-05,1363.0,1351.25,1354.25,1362.0,92786.0,1362.0
2001-02-06,1370.5,1356.0,1362.75,1356.25,91631.0,1356.25
2001-02-07,1356.5,1339.5,1355.0,1349.5,105779.0,1349.5
2001-02-08,1356.5,1333.75,1348.75,1335.25,102130.0,1335.25
2001-02-09,1338.5,1318.75,1336.25,1321.0,90360.0,1321.0
2001-02-12,1338.0,1319.25,1321.75,1333.75,109773.0,1333.75
2001-02-13,1342.0,1322.25,1334.25,1326.0,115469.0,1326.0
2001-02-14,1326.75,1308.5,1326.25,1319.75,138185.0,1319.75
2001-02-15,1335.75,1318.5,1320.0,1333.0,102102.0,1333.0
2001-02-16,1330.25,1296.25,1330.25,1305.0,96917.0,1305.0
2001-02-20,1311.5,1281.75,1304.25,1285.25,111887.0,1285.25
2001-02-21,1288.5,1255.0,1284.5,1256.5,147007.0,1256.5
2001-02-22,1264.75,1230.25,1258.0,1257.25,160101.0,1257.25
2001-02-23,1261.75,1217.0,1257.5,1247.5,145235.0,1247.5
2001-02-26,1274.25,1243.75,1251.25,1273.25,121672.0,1273.25
2001-02-27,1277.0,1254.25,1273.0,1264.0,142507.0,1264.0
2001-02-28,1269.0,1230.75,1263.75,1242.0,153327.0,1242.0
2001-03-01,1244.0,1215.5,1239.25,1243.5,148305.0,1243.5
2001-03-02,1254.25,1221.0,1243.0,1234.0,145749.0,1234.0
2001-03-05,1244.5,1234.75,1236.25,1243.75,104974.0,1243.75
2001-03-06,1270.5,1242.5,1243.5,1256.75,128365.0,1256.75
2001-03-07,1266.75,1254.75,1257.0,1265.75,136392.0,1265.75
2001-03-08,1269.25,1258.25,1267.0,1265.5,12348.0,1265.5
2001-03-09,1266.5,1227.25,1266.5,1231.75,4320.0,1231.75
2001-03-12,1233.25,1173.0,1230.0,1178.0,3154.0,1178.0
2001-03-13,1199.25,1171.25,1178.25,1196.5,3349.0,1196.5
2001-03-14,1199.0,1154.0,1199.0,1167.0,2228.0,1167.0
2001-03-15,1182.0,1164.0,1169.5,1171.25,1490.0,1171.25
2001-03-16,1181.75,1165.0,1175.0,1169.75,150117.0,1169.75
2001-03-19,1186.75,1158.25,1164.75,1180.5,116313.0,1180.5
2001-03-20,1193.25,1151.25,1180.5,1152.5,148873.0,1152.5
2001-03-21,1161.25,1127.0,1153.0,1132.75,184502.0,1132.75
2001-03-22,1136.75,1088.0,1133.0,1119.0,201555.0,1119.0
2001-03-23,1155.0,1120.5,1122.25,1153.25,159208.0,1153.25
2001-03-26,1170.75,1150.75,1153.25,1166.5,124308.0,1166.5
2001-03-27,1194.5,1160.75,1166.25,1189.75,133168.0,1189.75
2001-03-28,1189.25,1155.5,1189.25,1159.5,143824.0,1159.5
2001-03-29,1173.25,1143.75,1160.5,1161.5,147604.0,1161.5
2001-03-30,1175.0,1151.5,1161.0,1174.0,124217.0,1174.0
2001-04-02,1178.75,1145.25,1173.0,1149.75,141934.0,1149.75
2001-04-03,1153.75,1106.5,1150.75,1108.5,188781.0,1108.5
2001-04-04,1126.25,1098.5,1109.0,1112.5,186025.0,1112.5
2001-04-05,1161.25,1113.0,1113.0,1155.0,161660.0,1155.0
2001-04-06,1165.25,1126.5,1156.0,1140.5,182660.0,1140.5
2001-04-09,1155.25,1133.5,1138.0,1150.25,179040.0,1150.25
2001-04-10,1182.5,1149.5,1149.75,1172.0,179040.0,1172.0
2001-04-11,1194.0,1166.0,1173.0,1173.25,169708.0,1173.25
2001-04-12,1194.0,1163.0,1173.5,1192.25,144921.0,1192.25
2001-04-16,1195.25,1173.75,1192.5,1182.0,131826.0,1182.0
2001-04-17,1200.75,1167.0,1180.25,1195.5,169897.0,1195.5
2001-04-18,1267.5,1206.0,1206.0,1246.25,170538.0,1246.25
2001-04-19,1262.5,1238.5,1249.0,1258.75,155757.0,1258.75
2001-04-20,1268.0,1240.25,1260.25,1251.5,140825.0,1251.5
2001-04-23,1252.0,1222.5,1251.0,1226.0,133867.0,1226.0
2001-04-24,1239.5,1213.75,1226.0,1216.5,143201.0,1216.5
2001-04-25,1238.5,1212.75,1216.5,1232.0,143786.0,1232.0
2001-04-26,1254.0,1225.5,1231.0,1240.5,130242.0,1240.5
2001-04-27,1259.75,1238.0,1241.0,1258.0,106105.0,1258.0
2001-04-30,1274.75,1248.25,1258.75,1254.25,135317.0,1254.25
2001-05-01,1273.25,1245.75,1253.25,1272.25,165317.0,1272.25
2001-05-02,1278.25,1261.5,1271.5,1271.0,140114.0,1271.0
2001-05-03,1272.25,1243.5,1270.75,1254.25,140114.0,1254.25
2001-05-04,1274.0,1235.0,1253.75,1272.75,155024.0,1272.75
2001-05-07,1274.75,1262.75,1273.5,1263.5,134219.0,1263.5
2001-05-08,1277.0,1256.0,1266.25,1263.5,125078.0,1263.5
2001-05-09,1265.5,1250.75,1265.5,1257.75,135964.0,1257.75
2001-05-10,1273.75,1256.25,1257.0,1261.5,118278.0,1261.5
2001-05-11,1265.25,1243.5,1261.5,1251.75,111010.0,1251.75
2001-05-14,1254.0,1244.0,1252.0,1252.0,82948.0,1252.0
2001-05-15,1262.0,1245.75,1252.25,1257.5,119095.0,1257.5
2001-05-16,1291.25,1236.0,1256.5,1288.5,166551.0,1288.5
2001-05-17,1299.5,1284.75,1289.0,1291.5,142637.0,1291.5
2001-05-18,1296.0,1283.5,1291.5,1295.75,116856.0,1295.75
2001-05-21,1317.0,1290.25,1295.5,1314.75,116856.0,1314.75
2001-05-22,1319.25,1309.0,1314.75,1312.5,143922.0,1312.5
2001-05-23,1313.25,1290.25,1312.5,1290.75,152405.0,1290.75
2001-05-24,1297.5,1283.0,1290.25,1294.5,91508.0,1294.5
2001-05-25,1300.0,1275.75,1295.25,1279.5,91808.0,1279.5
2001-05-29,1283.5,1266.5,1280.25,1268.5,91808.0,1268.5
2001-05-30,1268.25,1246.75,1267.25,1250.5,148287.0,1250.5
2001-05-31,1264.25,1249.25,1251.0,1254.5,126946.0,1254.5
2001-06-01,1267.25,1247.25,1255.75,1265.0,132432.0,1265.0
2001-06-04,1270.0,1257.0,1264.5,1269.25,103840.0,1269.25
2001-06-05,1288.5,1267.25,1269.25,1284.5,118497.0,1284.5
2001-06-06,1286.25,1269.5,1284.75,1273.5,154186.0,1273.5
2001-06-07,1279.0,1265.75,1271.75,1277.0,15353.0,1277.0
2001-06-08,1285.25,1256.5,1277.25,1268.75,5273.0,1268.75
2001-06-11,1267.0,1249.0,1264.25,1255.25,4024.0,1255.25
2001-06-12,1261.75,1235.5,1255.75,1253.75,3885.0,1253.75
2001-06-13,1260.0,1241.5,1253.0,1242.0,2000.0,1242.0
2001-06-14,1252.5,1212.5,1242.0,1215.0,2380.0,1215.0
2001-06-15,1219.5,1204.25,1213.5,1207.5,145621.0,1207.5
2001-06-18,1230.5,1215.75,1226.0,1220.25,129875.0,1220.25
2001-06-19,1235.5,1215.5,1220.0,1224.5,164920.0,1224.5
2001-06-20,1234.75,1216.5,1223.5,1229.5,180882.0,1229.5
2001-06-21,1249.25,1226.25,1229.0,1243.0,155020.0,1243.0
2001-06-22,1244.25,1228.0,1242.5,1235.0,122986.0,1235.0
2001-06-25,1240.0,1220.75,1234.0,1223.5,112757.0,1223.5
2001-06-26,1229.5,1206.0,1223.75,1220.75,148487.0,1220.75
2001-06-27,1227.5,1213.75,1220.75,1219.0,140324.0,1219.0
2001-06-28,1244.75,1213.25,1220.0,1227.25,151191.0,1227.25
2001-06-29,1245.5,1227.75,1227.75,1237.75,134631.0,1237.75
2001-07-02,1248.25,1229.0,1233.5,1246.0,57913.0,1246.0
2001-07-03,1247.25,1235.75,1246.0,1245.25,57913.0,1245.25
2001-07-05,1245.25,1221.5,1245.25,1222.25,70416.0,1222.25
2001-07-06,1223.5,1193.0,1222.0,1193.5,128218.0,1193.5
2001-07-09,1209.25,1189.0,1194.5,1200.75,139075.0,1200.75
2001-07-10,1210.75,1186.0,1202.5,1186.5,164772.0,1186.5
2001-07-11,1193.25,1174.0,1185.25,1185.25,186472.0,1185.25
2001-07-12,1217.5,1186.25,1187.5,1214.25,152005.0,1214.25
2001-07-13,1225.75,1209.5,1214.5,1225.0,127109.0,1225.0
2001-07-16,1225.5,1205.75,1224.5,1210.5,133609.0,1210.5
2001-07-17,1222.5,1201.5,1210.25,1220.5,163156.0,1220.5
2001-07-18,1221.0,1202.5,1219.25,1212.0,170044.0,1212.0
2001-07-19,1231.5,1207.75,1210.0,1223.0,182607.0,1223.0
2001-07-20,1221.25,1211.25,1217.75,1214.75,116044.0,1214.75
2001-07-23,1223.5,1191.5,1215.0,1192.0,147690.0,1192.0
2001-07-24,1196.75,1168.5,1193.75,1178.5,173722.0,1178.5
2001-07-25,1195.75,1176.0,1179.0,1191.5,172106.0,1191.5
2001-07-26,1209.75,1186.0,1192.5,1205.25,149254.0,1205.25
2001-07-27,1214.25,1200.0,1205.75,1210.0,127497.0,1210.0
2001-07-30,1214.5,1203.0,1210.0,1209.75,125524.0,1209.75
2001-07-31,1227.75,1209.0,1210.25,1215.25,131948.0,1215.25
2001-08-01,1227.5,1210.75,1214.0,1221.5,138248.0,1221.5
2001-08-02,1234.25,1219.0,1220.25,1226.0,119946.0,1226.0
2001-08-03,1227.75,1209.0,1226.25,1219.75,140720.0,1219.75
2001-08-06,1221.0,1200.75,1219.75,1203.0,116564.0,1203.0
2001-08-07,1212.25,1198.25,1203.75,1207.75,118342.0,1207.75
2001-08-08,1211.5,1183.75,1210.0,1185.5,165090.0,1185.5
2001-08-09,1189.25,1177.75,1185.75,1187.75,167818.0,1187.75
2001-08-10,1197.5,1172.0,1188.0,1191.25,174116.0,1191.25
2001-08-13,1197.75,1186.75,1193.0,1192.5,129706.0,1192.5
2001-08-14,1202.75,1187.25,1193.0,1192.25,135535.0,1192.25
2001-08-15,1195.25,1179.5,1192.5,1181.0,147574.0,1181.0
2001-08-16,1186.0,1168.25,1181.25,1184.75,201078.0,1184.75
2001-08-17,1185.0,1158.25,1185.0,1166.0,161599.0,1166.0
2001-08-20,1177.0,1161.0,1164.75,1175.75,133864.0,1175.75
2001-08-21,1183.5,1155.75,1176.25,1156.75,143288.0,1156.75
2001-08-22,1172.0,1155.25,1156.25,1167.75,199995.0,1167.75
2001-08-23,1172.75,1162.25,1169.0,1163.0,150673.0,1163.0
2001-08-24,1189.0,1164.75,1164.75,1187.5,159590.0,1187.5
2001-08-27,1192.0,1179.5,1187.75,1180.25,131497.0,1180.25
2001-08-28,1182.5,1162.75,1180.5,1163.25,154466.0,1163.25
2001-08-29,1168.75,1148.25,1163.0,1152.0,165135.0,1152.0
2001-08-30,1156.25,1125.5,1152.25,1129.5,200188.0,1129.5
2001-08-31,1144.25,1127.0,1129.75,1138.5,122586.0,1138.5
2001-09-04,1158.5,1128.25,1137.5,1131.0,199048.0,1131.0
2001-09-05,1138.5,1115.0,1131.0,1133.0,242276.0,1133.0
2001-09-06,1137.0,1103.0,1133.5,1103.5,205503.0,1103.5
2001-09-07,1109.0,1081.75,1106.75,1083.25,231563.0,1083.25
2001-09-10,1099.0,1067.5,1084.0,1095.75,243100.0,1095.75
2001-09-11,1103.0,1068.0,1096.25,1095.75,0.0,1095.75
2001-09-17,1058.25,1018.5,1035.75,1039.0,230918.0,1039.0
2001-09-18,1047.5,1028.5,1042.0,1035.0,19408.0,1035.0
2001-09-19,1045.0,980.75,1037.0,1013.0,11300.0,1013.0
2001-09-20,1018.5,980.25,1014.5,980.25,5461.0,980.25
2001-09-21,989.0,939.0,976.75,940.0,310764.0,940.0
2001-09-24,1012.25,973.25,976.25,1007.75,237775.0,1007.75
2001-09-25,1021.0,997.0,1008.0,1018.25,248202.0,1018.25
2001-09-26,1025.25,1004.5,1018.0,1014.5,216020.0,1014.5
2001-09-27,1023.75,1000.25,1014.0,1022.5,195769.0,1022.5
2001-09-28,1045.25,1021.75,1022.75,1043.75,210521.0,1043.75
2001-10-01,1044.25,1028.75,1044.25,1043.25,198018.0,1043.25
2001-10-02,1056.0,1034.25,1042.0,1055.5,205915.0,1055.5
2001-10-03,1078.75,1041.25,1054.25,1074.5,271455.0,1074.5
2001-10-04,1087.5,1068.5,1072.5,1075.5,281825.0,1075.5
2001-10-05,1081.75,1055.25,1073.75,1071.75,243154.0,1071.75
2001-10-08,1072.75,1055.75,1067.0,1065.25,175904.0,1065.25
2001-10-09,1071.5,1055.75,1064.25,1060.0,208269.0,1060.0
2001-10-10,1085.25,1054.75,1060.0,1083.25,240136.0,1083.25
2001-10-11,1102.75,1079.5,1083.75,1099.75,248488.0,1099.75
2001-10-12,1106.0,1073.0,1102.25,1094.0,265381.0,1094.0
2001-10-15,1093.75,1080.25,1092.75,1092.5,193478.0,1092.5
2001-10-16,1105.0,1088.75,1091.25,1098.75,226480.0,1098.75
2001-10-17,1114.5,1075.5,1097.5,1076.0,293529.0,1076.0
2001-10-18,1081.0,1065.75,1075.75,1073.75,234202.0,1073.75
2001-10-19,1078.0,1058.75,1073.75,1072.5,205611.0,1072.5
2001-10-22,1094.5,1068.0,1072.5,1093.5,183283.0,1093.5
2001-10-23,1101.75,1081.5,1093.0,1088.25,232132.0,1088.25
2001-10-24,1099.25,1080.25,1087.0,1085.0,219638.0,1085.0
2001-10-25,1104.5,1065.75,1085.75,1103.0,271959.0,1103.0
2001-10-26,1112.5,1095.0,1103.0,1102.0,190117.0,1102.0
2001-10-29,1103.25,1072.25,1103.25,1073.0,227696.0,1073.0
2001-10-30,1074.75,1053.5,1074.25,1059.25,237684.0,1059.25
2001-10-31,1076.25,1055.5,1059.0,1056.25,241692.0,1056.25
2001-11-01,1087.75,1053.25,1057.5,1082.0,275542.0,1082.0
2001-11-02,1091.25,1075.0,1082.5,1089.5,211978.0,1089.5
2001-11-05,1108.25,1088.0,1089.25,1103.75,183836.0,1103.75
2001-11-06,1121.75,1095.25,1106.0,1121.0,179207.0,1121.0
2001-11-07,1128.0,1108.75,1120.5,1119.0,237184.0,1119.0
2001-11-08,1137.5,1116.0,1118.5,1123.5,242657.0,1123.5
2001-11-09,1126.5,1111.25,1122.75,1123.5,182124.0,1123.5
2001-11-12,1127.0,1096.5,1122.5,1117.25,214790.0,1117.25
2001-11-13,1142.0,1115.25,1116.75,1141.75,229310.0,1141.75
2001-11-14,1152.25,1133.75,1141.5,1143.5,226973.0,1143.5
2001-11-15,1152.0,1135.25,1142.25,1145.25,230883.0,1145.25
2001-11-16,1151.5,1130.25,1145.5,1140.0,194296.0,1140.0
2001-11-19,1154.75,1140.25,1140.5,1154.0,173058.0,1154.0
2001-11-20,1155.5,1142.25,1154.25,1144.25,170204.0,1144.25
2001-11-21,1149.0,1131.0,1143.25,1137.0,57065.0,1137.0
2001-11-23,1153.75,1131.5,1137.0,1152.75,57065.0,1152.75
2001-11-26,1159.0,1146.25,1152.5,1155.0,198769.0,1155.0
2001-11-27,1164.75,1140.75,1155.5,1150.5,259831.0,1150.5
2001-11-28,1151.0,1128.25,1150.0,1129.25,267883.0,1129.25
2001-11-29,1144.5,1125.0,1129.75,1144.5,220853.0,1144.5
2001-11-30,1144.5,1135.0,1144.5,1135.25,169772.0,1135.25
2001-12-03,1138.25,1125.25,1137.25,1129.5,193563.0,1129.5
2001-12-04,1148.0,1127.75,1129.0,1147.75,209468.0,1147.75
2001-12-05,1175.25,1145.5,1147.5,1169.0,220546.0,1169.0
2001-12-06,1174.5,1164.0,1168.5,1168.5,203750.0,1168.5
2001-12-07,1170.5,1152.25,1168.75,1160.5,178238.0,1160.5
2001-12-10,1162.5,1138.5,1160.5,1138.75,184921.0,1138.75
2001-12-11,1151.75,1133.5,1139.25,1136.25,201757.0,1136.25
2001-12-12,1143.5,1125.75,1136.75,1137.75,230980.0,1137.75
2001-12-13,1138.5,1114.5,1138.0,1115.75,25640.0,1115.75
2001-12-14,1138.0,1114.25,1115.5,1126.0,9597.0,1126.0
2001-12-17,1138.0,1119.25,1124.25,1136.0,5185.0,1136.0
2001-12-18,1145.75,1134.5,1138.75,1143.5,5623.0,1143.5
2001-12-19,1153.25,1134.25,1142.75,1151.75,6045.0,1151.75
2001-12-20,1152.25,1139.0,1151.0,1139.0,4786.0,1139.0
2001-12-21,1152.0,1138.75,1142.75,1149.75,19350.0,1149.75
2001-12-24,1149.25,1142.75,1148.25,1146.75,19350.0,1146.75
2001-12-26,1161.0,1143.25,1145.25,1153.0,68154.0,1153.0
2001-12-27,1159.75,1150.5,1152.5,1159.5,73349.0,1159.5
2001-12-28,1166.25,1157.75,1159.0,1159.25,81393.0,1159.25
2001-12-31,1163.0,1141.25,1159.25,1149.25,96049.0,1149.25
2002-01-02,1156.25,1136.5,1143.75,1154.0,216814.0,1154.0
2002-01-03,1168.0,1150.75,1154.0,1166.75,209639.0,1166.75
2002-01-04,1178.25,1163.75,1167.0,1175.25,217254.0,1175.25
2002-01-07,1178.5,1163.75,1173.25,1166.75,252385.0,1166.75
2002-01-08,1170.25,1158.0,1166.5,1163.5,214929.0,1163.5
2002-01-09,1175.75,1151.5,1163.0,1154.5,244405.0,1154.5
2002-01-10,1161.5,1151.0,1153.75,1159.5,240437.0,1159.5
2002-01-11,1163.5,1145.25,1159.0,1147.75,210448.0,1147.75
2002-01-14,1148.0,1137.5,1147.5,1140.5,211627.0,1140.5
2002-01-15,1150.0,1136.75,1140.25,1148.5,237659.0,1148.5
2002-01-16,1145.25,1124.75,1144.0,1125.75,287021.0,1125.75
2002-01-17,1140.0,1126.5,1126.5,1134.5,228632.0,1134.5
2002-01-18,1136.0,1124.25,1131.25,1129.0,207991.0,1129.0
2002-01-22,1136.75,1117.75,1129.25,1121.25,232639.0,1121.25
2002-01-23,1132.75,1117.5,1122.5,1129.0,225856.0,1129.0
2002-01-24,1139.75,1128.75,1129.25,1133.25,213161.0,1133.25
2002-01-25,1139.0,1127.5,1132.75,1133.25,188073.0,1133.25
2002-01-28,1139.0,1126.25,1132.5,1135.5,192217.0,1135.5
2002-01-29,1138.25,1097.5,1136.0,1100.5,317488.0,1100.5
2002-01-30,1115.75,1080.75,1100.5,1115.25,351667.0,1115.25
2002-01-31,1130.0,1113.0,1115.5,1130.5,232762.0,1130.5
2002-02-01,1132.25,1118.5,1128.75,1123.25,193618.0,1123.25
2002-02-04,1124.0,1091.0,1123.25,1095.5,265893.0,1095.5
2002-02-05,1101.5,1082.25,1095.5,1089.0,320617.0,1089.0
2002-02-06,1094.5,1077.0,1089.25,1083.25,344677.0,1083.25
2002-02-07,1095.0,1076.25,1086.25,1077.0,306289.0,1077.0
2002-02-08,1096.75,1075.5,1076.25,1095.25,244390.0,1095.25
2002-02-11,1112.75,1094.25,1097.0,1110.0,226677.0,1110.0
2002-02-12,1113.25,1102.5,1110.5,1107.5,203828.0,1107.5
2002-02-13,1121.5,1105.25,1107.25,1118.75,246722.0,1118.75
2002-02-14,1125.5,1111.75,1119.0,1116.75,229777.0,1116.75
2002-02-15,1118.0,1103.0,1116.5,1104.75,229777.0,1104.75
2002-02-18,1108.0,1103.5,1104.0,1104.75,221738.0,1104.75
2002-02-19,1108.0,1081.75,1104.0,1083.75,249155.0,1083.75
2002-02-20,1101.5,1073.75,1084.0,1101.0,321713.0,1101.0
2002-02-21,1102.0,1078.25,1100.5,1079.0,323446.0,1079.0
2002-02-22,1095.0,1074.25,1079.25,1091.75,356770.0,1091.75
2002-02-25,1113.5,1087.0,1092.0,1109.75,285520.0,1109.75
2002-02-26,1116.0,1100.5,1109.25,1108.0,298360.0,1108.0
2002-02-27,1123.75,1101.75,1108.0,1111.75,366137.0,1111.75
2002-02-28,1122.75,1105.75,1112.0,1107.0,330573.0,1107.0
2002-03-01,1133.5,1106.0,1106.25,1132.75,272762.0,1132.75
2002-03-04,1154.75,1130.0,1131.0,1152.25,346406.0,1152.25
2002-03-05,1158.75,1144.5,1152.5,1149.0,340314.0,1149.0
2002-03-06,1166.25,1145.25,1148.5,1162.75,360072.0,1162.75
2002-03-07,1168.75,1150.25,1162.25,1159.75,36221.0,1159.75
2002-03-08,1173.25,1158.0,1158.75,1164.0,10314.0,1164.0
2002-03-11,1173.5,1158.75,1164.0,1166.5,6534.0,1166.5
2002-03-12,1167.25,1153.75,1165.25,1167.25,7070.0,1167.25
2002-03-13,1170.75,1150.5,1166.0,1154.5,3770.0,1154.5
2002-03-14,1158.25,1147.25,1151.5,1155.75,4051.0,1155.75
2002-03-15,1159.0,1152.5,1154.25,1158.5999755859375,227876.0,1158.5999755859375
2002-03-18,1175.75,1161.0,1166.0,1167.25,274847.0,1167.25
2002-03-19,1177.5,1166.75,1167.0,1174.25,261004.0,1174.25
2002-03-20,1175.25,1151.75,1174.25,1152.25,302166.0,1152.25
