Date,Open,High,Low,Close,Volume,es_open,es_high,es_low,es_close,DoW,month,day
2022-03-31,4599.0,4614.25,4526.25,4530.75,1650667,19.68000030517578,21.479999542236328,19.540000915527344,20.559999465942383,4,3,31
2022-04-01,4541.0,4555.5,4501.25,4539.25,1441126,20.6200008392334,20.860000610351562,19.40999984741211,19.6299991607666,5,4,1
2022-04-04,4538.25,4580.0,4527.75,4577.75,1025558,20.75,20.780000686645508,18.450000762939453,18.56999969482422,1,4,4
2022-04-05,4576.25,4588.75,4507.75,4520.25,1303877,18.790000915527344,21.56999969482422,18.549999237060547,21.030000686645508,2,4,5
2022-04-06,4526.25,4528.75,4444.5,4475.75,1803684,21.270000457763672,24.780000686645508,21.239999771118164,22.100000381469727,3,4,6
2022-04-07,4471.25,4517.25,4444.5,4496.25,1446250,21.969999313354492,23.81999969482422,21.1200008392334,21.549999237060547,4,4,7
2022-04-08,4494.75,4519.75,4468.75,4483.5,1358450,21.25,22.34000015258789,20.280000686645508,21.15999984741211,5,4,8
2022-04-11,4488.75,4491.25,4403.5,4409.0,1431371,23.09000015258789,24.420000076293945,22.09000015258789,24.3700008392334,1,4,11
2022-04-12,4411.0,4466.75,4375.5,4393.0,1739771,24.940000534057617,25.3799991607666,22.270000457763672,24.260000228881836,2,4,12
2022-04-13,4396.75,4449.5,4384.0,4442.25,1254348,23.520000457763672,24.450000762939453,21.3700008392334,21.81999969482422,3,4,13
2022-04-14,4438.5,4455.75,4385.0,4387.5,1396074,21.719999313354492,22.700000762939453,20.850000381469727,22.700000762939453,4,4,14
2022-04-18,4390.0,4406.25,4355.5,4386.75,1149765,24.520000457763672,24.600000381469727,21.979999542236328,22.170000076293945,1,4,18
2022-04-19,4399.0,4467.0,4371.75,4459.25,1465764,22.549999237060547,22.920000076293945,20.360000610351562,21.3700008392334,2,4,19
2022-04-20,4441.0,4484.25,4432.75,4455.5,1423396,21.1299991607666,21.31999969482422,19.75,20.31999969482422,3,4,20
2022-04-21,4468.0,4509.0,4380.0,4390.5,1704137,20.239999771118164,23.280000686645508,19.809999465942383,22.68000030517578,4,4,21
2022-04-22,4385.75,4393.25,4247.5,4267.25,2039961,22.709999084472656,28.270000457763672,22.6200008392334,28.209999084472656,5,4,22
2022-04-25,4259.0,4296.5,4195.25,4292.75,2280374,30.040000915527344,31.600000381469727,26.799999237060547,27.020000457763672,1,4,25
2022-04-26,4294.0,4303.5,4136.75,4170.5,2018166,27.3799991607666,33.810001373291016,27.059999465942383,33.52000045776367,2,4,26
2022-04-27,4149.5,4236.25,4149.0,4180.25,2035627,31.110000610351562,32.77000045776367,29.81999969482422,31.600000381469727,3,4,27
2022-04-28,4213.0,4303.5,4182.5,4283.5,1798644,29.90999984741211,32.0,28.0,29.989999771118164,4,4,28
2022-04-29,4244.0,4279.75,4118.75,4127.5,2117160,28.969999313354492,34.34000015258789,28.540000915527344,33.400001525878906,5,4,29
2022-05-02,4144.0,4165.75,4056.0,4151.0,2351404,33.349998474121094,36.63999938964844,31.739999771118164,32.34000015258789,1,5,2
2022-05-03,4145.5,4195.75,4129.0,4169.25,1678497,31.760000228881836,32.81999969482422,29.059999465942383,29.25,2,5,3
2022-05-04,4171.25,4303.0,4142.75,4295.25,1783477,29.1200008392334,29.420000076293945,24.940000534057617,25.420000076293945,3,5,4
2022-05-05,4289.75,4300.75,4099.25,4143.25,2389422,25.969999313354492,33.20000076293945,25.780000686645508,31.200000762939453,4,5,5
2022-05-06,4146.5,4153.25,4062.0,4119.5,2310919,32.22999954223633,35.34000015258789,29.829999923706055,30.190000534057617,5,5,6
2022-05-09,4087.25,4099.0,3970.0,3987.5,2139992,31.899999618530273,35.47999954223633,31.899999618530273,34.75,1,5,9
2022-05-10,3993.25,4065.5,3953.0,3996.75,2247750,33.65999984741211,34.84000015258789,32.2400016784668,32.9900016784668,2,5,10
2022-05-11,3990.5,4050.5,3923.75,3930.25,2157244,32.869998931884766,34.38999938964844,30.690000534057617,32.560001373291016,3,5,11
2022-05-12,3939.75,3961.75,3855.0,3927.25,2380563,33.7400016784668,34.7599983215332,31.700000762939453,31.770000457763672,4,5,12
2022-05-13,3916.25,4036.0,3915.5,4019.75,1859074,31.09000015258789,31.200000762939453,28.780000686645508,28.8700008392334,5,5,13
2022-05-16,4025.0,4043.5,3979.5,4004.75,1695198,30.010000228881836,30.229999542236328,27.360000610351562,27.469999313354492,1,5,16
2022-05-17,4002.0,4091.5,4000.5,4084.75,1716498,27.06999969482422,27.170000076293945,25.510000228881836,26.100000381469727,2,5,17
2022-05-18,4091.25,4095.0,3905.5,3922.75,2202394,26.739999771118164,31.489999771118164,26.209999084472656,30.959999084472656,3,5,18
2022-05-19,3916.5,3943.5,3856.0,3897.75,2317604,31.239999771118164,33.11000061035156,29.059999465942383,29.350000381469727,4,5,19
2022-05-20,3900.5,3949.5,3807.5,3899.5,2408399,28.780000686645508,32.90999984741211,28.059999465942383,29.43000030517578,5,5,20
2022-05-23,3910.5,3982.25,3906.5,3971.75,1736162,28.979999542236328,30.389999389648438,28.290000915527344,28.479999542236328,1,5,23
2022-05-24,3951.75,3954.5,3872.0,3940.5,2017453,29.43000030517578,31.06999969482422,29.040000915527344,29.450000762939453,2,5,24
2022-05-25,3950.0,3997.75,3913.5,3976.75,1744116,29.329999923706055,30.229999542236328,28.15999984741211,28.3700008392334,3,5,25
2022-05-26,3972.25,4073.5,3960.5,4055.75,1493132,28.420000076293945,28.459999084472656,27.110000610351562,27.5,4,5,26
2022-05-27,4047.5,4168.25,4041.25,4155.75,1547507,27.5,27.540000915527344,25.56999969482422,25.719999313354492,5,5,27
2022-05-31,4164.5,4202.25,4102.75,4131.25,2222573,27.469999313354492,28.350000381469727,25.940000534057617,26.190000534057617,2,5,31
2022-06-01,4138.5,4165.0,4071.5,4099.0,1912031,26.049999237060547,27.729999542236328,25.3799991607666,25.690000534057617,3,6,1
2022-06-02,4097.75,4179.0,4072.25,4175.25,1513748,25.729999542236328,26.5,24.329999923706055,24.719999313354492,4,6,2
2022-06-03,4177.75,4189.0,4096.75,4107.0,1532766,24.90999984741211,25.959999084472656,24.760000228881836,24.790000915527344,5,6,3
2022-06-06,4110.5,4168.25,4104.5,4120.5,1457918,25.3700008392334,25.809999465942383,24.81999969482422,25.06999969482422,1,6,6
2022-06-07,4122.0,4164.0,4076.0,4158.75,1677883,25.540000915527344,26.239999771118164,23.8799991607666,24.020000457763672,2,6,7
2022-06-08,4150.75,4160.0,4105.25,4114.0,1677883,24.3700008392334,24.780000686645508,23.739999771118164,23.959999084472656,3,6,8
2022-06-09,4116.0,4144.25,4014.75,4023.0,1972157,24.290000915527344,26.239999771118164,23.81999969482422,26.09000015258789,4,6,9
